"","GOBPID","Pvalue","OddsRatio","ExpCount","Count","Size","Term"
"53","GO:0009311",0.0295620793184491,40.6190476190476,0.0299261562378546,1,7,"oligosaccharide metabolic process"
"54","GO:0043242",0.0295620793184491,40.6190476190476,0.0299261562378546,1,7,"negative regulation of protein-containing complex disassembly"
"55","GO:0006486",0.0308496236116972,8.03333333333333,0.277885736494365,2,65,"protein glycosylation"
"56","GO:0043413",0.0308496236116972,8.03333333333333,0.277885736494365,2,65,"macromolecule glycosylation"
"57","GO:0009101",0.0326248275649116,7.78307692307692,0.286436066848037,2,67,"glycoprotein biosynthetic process"
"58","GO:0030042",0.0337165129154515,34.8095238095238,0.034201321414691,1,8,"actin filament depolymerization"
"59","GO:1901879",0.0337165129154515,34.8095238095238,0.034201321414691,1,8,"regulation of protein depolymerization"
"60","GO:0030111",0.0337165129154515,34.8095238095238,0.034201321414691,1,8,"regulation of Wnt signaling pathway"
"61","GO:0070085",0.036293972673052,7.32608695652174,0.303536727555383,2,71,"glycosylation"
"62","GO:0009100",0.036293972673052,7.32608695652174,0.303536727555383,2,71,"glycoprotein metabolic process"
"63","GO:0051261",0.0378539665386239,30.452380952381,0.0384764865915274,1,9,"protein depolymerization"
"64","GO:0031333",0.0378539665386239,30.452380952381,0.0384764865915274,1,9,"negative regulation of protein-containing complex assembly"
"65","GO:0030837",0.0378539665386239,30.452380952381,0.0384764865915274,1,9,"negative regulation of actin filament polymerization"
"66","GO:1902904",0.0378539665386239,30.452380952381,0.0384764865915274,1,9,"negative regulation of supramolecular fiber organization"
"67","GO:0043244",0.0378539665386239,30.452380952381,0.0384764865915274,1,9,"regulation of protein-containing complex disassembly"
"68","GO:0032272",0.0378539665386239,30.452380952381,0.0384764865915274,1,9,"negative regulation of protein polymerization"
"69","GO:0071363",0.0419745062964884,27.0634920634921,0.0427516517683638,1,10,"cellular response to growth factor stimulus"
"70","GO:0070848",0.0419745062964884,27.0634920634921,0.0427516517683638,1,10,"response to growth factor"
"71","GO:0051494",0.0419745062964884,27.0634920634921,0.0427516517683638,1,10,"negative regulation of cytoskeleton organization"
"72","GO:0034637",0.0460781980530065,24.352380952381,0.0470268169452002,1,11,"cellular carbohydrate biosynthetic process"
"73","GO:0006836",0.0460781980530065,24.352380952381,0.0470268169452002,1,11,"neurotransmitter transport"
"74","GO:0045010",0.0460781980530065,24.352380952381,0.0470268169452002,1,11,"actin nucleation"
