"","GOBPID","Pvalue","OddsRatio","ExpCount","Count","Size","Term"
"48","GO:0044206",0.0170292002204245,118.627906976744,0.0171006607073455,1,2,"UMP salvage"
"49","GO:0034470",0.0171120927155586,4.41504424778761,1.00038865137971,4,117,"ncRNA processing"
"50","GO:0008033",0.0176244449638028,5.94807238394965,0.555771472988729,3,65,"tRNA processing"
"51","GO:0090305",0.0198668807921072,5.67016885553471,0.581422464049747,3,68,"nucleic acid phosphodiester bond hydrolysis"
"52","GO:0009123",0.025063870614388,8.95061728395062,0.24795958025651,2,29,"nucleoside monophosphate metabolic process"
"53","GO:0034472",0.025437193064573,59.3023255813954,0.0256509910610183,1,3,"snRNA 3'-end processing"
"54","GO:0090481",0.025437193064573,59.3023255813954,0.0256509910610183,1,3,"pyrimidine nucleotide-sugar transmembrane transport"
"55","GO:0006432",0.025437193064573,59.3023255813954,0.0256509910610183,1,3,"phenylalanyl-tRNA aminoacylation"
"56","GO:0006275",0.025437193064573,59.3023255813954,0.0256509910610183,1,3,"regulation of DNA replication"
"57","GO:0006893",0.025437193064573,59.3023255813954,0.0256509910610183,1,3,"Golgi to plasma membrane transport"
"58","GO:0098876",0.025437193064573,59.3023255813954,0.0256509910610183,1,3,"vesicle-mediated transport to the plasma membrane"
"59","GO:0009113",0.025437193064573,59.3023255813954,0.0256509910610183,1,3,"purine nucleobase biosynthetic process"
"60","GO:0043628",0.0337748876990591,39.5271317829457,0.034201321414691,1,4,"ncRNA 3'-end processing"
"61","GO:0006388",0.0337748876990591,39.5271317829457,0.034201321414691,1,4,"tRNA splicing, via endonucleolytic cleavage and ligation"
"62","GO:0061061",0.0337748876990591,39.5271317829457,0.034201321414691,1,4,"muscle structure development"
"63","GO:0000394",0.0337748876990591,39.5271317829457,0.034201321414691,1,4,"RNA splicing, via endonucleolytic cleavage and ligation"
"64","GO:0048284",0.0337748876990591,39.5271317829457,0.034201321414691,1,4,"organelle fusion"
"65","GO:0015780",0.0337748876990591,39.5271317829457,0.034201321414691,1,4,"nucleotide-sugar transmembrane transport"
"66","GO:0007517",0.0337748876990591,39.5271317829457,0.034201321414691,1,4,"muscle organ development"
"67","GO:0060627",0.0337748876990591,39.5271317829457,0.034201321414691,1,4,"regulation of vesicle-mediated transport"
"68","GO:0090501",0.0374582157594892,7.09803921568627,0.307811892732219,2,36,"RNA phosphodiester bond hydrolysis"
"69","GO:0051049",0.0393872297449437,6.89387755102041,0.316362223085892,2,37,"regulation of transport"
"70","GO:0051650",0.0420428583216261,29.6395348837209,0.0427516517683638,1,5,"establishment of vesicle localization"
"71","GO:0051648",0.0420428583216261,29.6395348837209,0.0427516517683638,1,5,"vesicle localization"
"72","GO:0016050",0.0420428583216261,29.6395348837209,0.0427516517683638,1,5,"vesicle organization"
"73","GO:0006892",0.0420428583216261,29.6395348837209,0.0427516517683638,1,5,"post-Golgi vesicle-mediated transport"
"74","GO:0043173",0.0420428583216261,29.6395348837209,0.0427516517683638,1,5,"nucleotide salvage"
"75","GO:1901135",0.0435081082802122,2.80499022651489,1.94947532063739,5,228,"carbohydrate derivative metabolic process"
"76","GO:0071702",0.0459003124399514,2.50078165711308,2.64205207928488,6,309,"organic substance transport"
"77","GO:0032879",0.0474687188775949,6.18192918192918,0.350563544500583,2,41,"regulation of localization"
